,dept/pgm,number,course title,area,class size,date,start time,end time
630,HISTORY,368-2,Revolution in 20th-Century Latin America: Marxist Revolutions,IV,200,MoWe,13:00,14:20
631,HISTORY,369,Development and Inequality in Modern Latin America,IV,100,TuTh,16:00,17:20
632,HISTORY,373-1,"The Ottomans: Last Empire of Islam, 1300-1622",IV,100,MoWe,10:00,11:20
633,HISTORY,373-2,"The Ottomans: From ""Second Empire"" to the Age of Nationalism,
1622-1918",IV,200,MoWe,09:00,10:20
634,HISTORY,376,Global Environments and World History (with ENVR POL 340),IV,100,MoWe,08:00,09:20
635,HISTORY,378,History of Law and Science,IV,200,MoWe,16:00,17:20
636,HISTORY,379,Biomedicine and World History (with GBL HLTH 309),IV,100,TuTh,16:00,17:20
637,HISTORY,381-1,"History of Modern China: Late Imperial China, 1600-1911",IV,100,MoWe,10:00,11:20
638,HISTORY,381-2,"History of Modern China: Twentieth-Century China, 1911-2000",IV,20,MoWeFr,11:00,11:50
639,HISTORY,381-3,China in Reform: History of the Present,IV,50,TuTh,16:00,17:20
640,HISTORY,382,The Modern Japanese City,IV,200,MoWe,09:00,10:20
641,HISTORY,383,Japan's Modern Revolution,IV,20,TuTh,16:00,17:20
642,HISTORY,384-1,History of Modern Japan: The Modern State,IV,200,TuTh,11:00,12:20
643,HISTORY,384-2,History of Modern Japan: War and Postwar Japan,IV,100,MoWeFr,13:00,13:50
644,HISTORY,385-1,"History of Modern South Asia, 1500-1800",IV,20,MoWeFr,13:00,13:50
645,HISTORY,385-2,"History of Modern South Asia, ca.1750-present",IV,200,MoWeFr,13:00,13:50
646,HISTORY,386-2,History of Modern Southeast Asia Until 1945,IV,50,MoWe,16:00,17:20
647,HISTORY,386-3,History of Contemporary Southeast Asia Since 1945,IV,20,MoWeFr,15:00,15:50
648,HISTORY,393,Approaches to History,IV,50,TuTh,14:00,15:20
649,HISTORY,395,Research Seminar,IV,20,TuTh,12:00,13:20
650,HUM,205,The World of Homer; with CLASSICS 210,"IV,V,VI",200,MoWe,12:00,13:20
651,HUM,211,Humanities in the World II,IV,100,TuTh,08:00,09:20
652,HUM,310-4,Global Humanites Lab,IV,50,MoWe,13:00,14:20
653,HUM,325-4,Humanites in the Digital Age,IV,20,TuTh,16:00,17:20
654,HUM,370-4,Special Topics in the Humanities,IV,20,TuTh,12:00,13:20
655,HUM,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and CLASSICS 397","IV,VI",200,TuTh,13:00,14:20
656,ITALIAN,265,Body & Soul from Rome to the Renaissance,"IV,VI",20,TuTh,10:00,11:20
657,ITALIAN,270,Michelangelo and the Italian Renaissance,"IV,VI",200,TuTh,13:00,14:20
658,JWSH ST,280-4,Topics in Israel Studies,IV,20,MoWe,13:00,14:20
659,LATINO,201,Introduction to Latina and Latino Studies,"III,IV",100,MoWeFr,12:00,12:50
660,LATINO,218,Latina and Latino History; with HISTORY 218,IV,200,TuTh,09:00,10:20
661,LATINO,391,Topics in Latina and Latino History,IV,50,MoWeFr,12:00,12:50
662,LEGAL ST,305,American Immigration; with HISTORY 305,IV,20,MoWeFr,12:00,12:50
663,LEGAL ST,318-1,Legal & Constitutional History of the U.S.; with HISTORY 318-1,IV,200,TuTh,13:00,14:20
664,LEGAL ST,318-2,Legal & Constitutional History of the U.S.; with HISTORY 318-2,IV,50,MoWe,13:00,14:20
665,LEGAL ST,320,The Fourteenth Amendment; with HISTORY 320,IV,100,MoWeFr,09:00,09:50
666,LEGAL ST,340,Gender and the Law (with GNDR ST 340),"III,IV",50,MoWe,16:00,17:20
667,LEGAL ST,347,Comparative Race and Ethnicity,IV,100,MoWeFr,11:00,11:50
668,LING,222,"Language, Politics, and Identity (with SLAVIC 222)",IV & V,50,MoWeFr,09:00,09:50
669,MENA,290-4,Introductory Topics in Middle East and North African Studies,IV,50,TuTh,13:00,14:20
670,MENA,390-4,Advanced Topics in  Middle East and North African Studies,IV,50,TuTh,10:00,11:20
671,POLI SCI,301,Classical Political Theory,"IV,V",100,MoWe,10:00,11:20
672,POLI SCI,302,"Subjects, Citizens, Revolutionaries: Early Modern Political Thought","IV,V",100,MoWe,10:00,11:20
673,POLI SCI,306,American Political Thought,"III,IV",200,MoWeFr,08:00,08:50
674,POLI SCI,346,European Union in International Affairs,IV,50,MoWeFr,15:00,15:50
675,PORT,210,"Icons, Legends, and Myths in Brazil  (may have Portuguese prereq)","IV,VI",100,TuTh,09:00,10:20
676,RELIGION,264,American Religious History from 1865 to the Great Depression,"IV, V",50,MoWe,08:00,09:20
677,RELIGION,265,American Religious History from World War II to the Present,"IV, V",50,TuTh,12:00,13:20
678,RELIGION,272,Luther and the West; with GERMAN 272,"IV,V",200,TuTh,10:00,11:20
679,RELIGION,363,Topics in Women and Religion in America,"IV, V",50,MoWe,14:00,15:20
680,RELIGION,381,Global Catholicism in the Contemporary World,"IV,V",100,TuTh,09:00,10:20
681,RELIGION,385,Topics in U.S. Catholicism,"IV,V",20,MoWe,16:00,17:20
682,RELIGION,386,Topics in Latin American Catholicism,"IV,V",200,MoWeFr,11:00,11:50
683,RTVF,310,Television History,IV,100,TuTh,12:00,13:20
684,SLAVIC,222,"Language, Politics, and Identity (with LING 222)",IV & V,200,MoWeFr,11:00,11:50
685,SLAVIC,255,Slavic Civilizations,IV,20,MoWeFr,12:00,12:50
686,SLAVIC,255-SA,Slavic Civilizations,IV,20,MoWeFr,16:00,16:50
687,SLAVIC,261,Heart of Europe: Poland in the 20th Century,IV,50,MoWeFr,16:00,16:50
688,SLAVIC,390,Literature and Politics in Central and Eastern Europe,"IV,VI",50,MoWeFr,14:00,14:50
689,SLAVIC,393,"Prague: City of Cultures, City of Conflict","IV,VI",200,MoWeFr,15:00,15:50
690,SOCIOL,277,Introduction to Native American Studies,"III,IV",200,TuTh,15:00,14:20
691,SOCIOL,324,Global Capitalism,"III,IV",200,TuTh,16:00,17:20
692,AF AM ST,215,Introduction to Black Social & Political Life,"III,IV,V",20,MoWe,13:00,14:20
693,AF AM ST,220,Civil Rights and Black Liberation,"IV,V",200,TuTh,12:00,13:20
694,AF AM ST,310,Contemporary Asian/Black Relations; with ASIAN AM 310,V,20,MoWe,16:00,17:20
695,AF AM ST,315,Religion in the Black Atlantic,"IV,V",100,MoWeFr,09:00,09:50
696,AF AM ST,319,"Race, Ethnicity, and the American Constitution","III,V",50,MoWe,10:00,11:20
697,AF AM ST,342,Comparative Slavery,"III,IV,V",50,TuTh,13:00,14:20
698,ANTHRO,232,Myth and Symbolism,V,20,MoWeFr,16:00,16:50
699,ANTHRO,255,Contemporary African Worlds,V,100,MoWeFr,13:00,13:50
700,ANTHRO,350,Anthropology of Religion,V,20,MoWe,16:00,17:20
701,ANTHRO,351,Hope and Futurity,V,20,MoWe,16:00,17:20
702,ANTHRO,368,Latina and Latino Ethnography,V,100,MoWeFr,11:00,11:50
703,ASIAN AM,310,Contemporary Asian/Black Relations; with AF AM ST 310,V,20,MoWeFr,10:00,10:50
704,ASIAN AM,350,Asian American Religions,"III,V",20,MoWe,12:00,13:20
705,CLASSICS,210,The World of Homer; with HUM 205,"IV,V,VI",20,MoWe,08:00,09:20
706,CLASSICS,211,Greek History and Culture: From Homer to Alexander the Great,"IV,V,VI",50,MoWeFr,08:00,08:50
707,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",100,MoWeFr,08:00,08:50
708,CLASSICS,260,Classical Mythology,"V,VI",200,MoWe,13:00,14:20
709,CLASSICS,370,Greek and Roman Religion,V,50,MoWe,13:00,14:20
710,COMP LIT,207,Introduction to Critical Theory; with PHIL 220,V,50,MoWeFr,08:00,08:50
711,ENGLISH,220,The Bible as Literature,"V,VI",50,TuTh,13:00,14:20
712,ENGLISH,388,Studies in Literature and Religion,"V,VI",50,MoWe,15:00,14:20
713,ENVR POL,261,"American Religion, Ecology, and Culture; with RELIGION 261",V,100,MoWeFr,09:00,09:50
714,FRENCH,277,French Existentialism,"V,VI",100,TuTh,08:00,09:20
715,GEN LA,280-5,Residence-Linked Seminar - V,V,50,MoWe,14:00,15:20
716,GERMAN,232,The Theme of Faust through the Ages,"V,VI",200,TuTh,15:00,14:20
717,GERMAN,234-1,Jews & Germans: An Intercultural History,"IV,V,VI",50,MoWe,12:00,13:20
718,GERMAN,234-2,Jews & Germans: An Intercultural History,"IV,V,VI",50,TuTh,09:00,10:20
719,GERMAN,236,Kafka and Nietzsche,"V,VI",200,MoWe,11:00,12:20
720,GERMAN,272,Luther and the West; with RELIGION 272,"IV,V",100,TuTh,08:00,09:20
721,GERMAN,337,Science and Culture in Germany (German prereq.),"IV,V",200,MoWeFr,08:00,08:50
722,GBL HLTH,302,Global Bioethics,V,50,MoWe,09:00,10:20
723,GBL HLTH,321,War and Public Health,"III,V",20,TuTh,08:00,09:20
724,GBL HLTH,324,Volunteerism and the Ethics of Help,V,200,MoWe,08:00,09:20
725,GNDR ST,233,"Gender, Politics, and Philosophy; with PHIL 221",V,20,MoWeFr,11:00,11:50
726,HISTORY,352,A Global History of Death and Dying,"IV,V",200,TuTh,15:00,14:20
727,HUM,205,The World of Homer; with CLASSICS 210,"IV,V,VI",200,MoWeFr,15:00,15:50
728,HUM,220,"Health, Biomedicine, Culture, and Society; with SOCIOL 220","III,V",100,MoWe,11:00,12:20
729,HUM,260,Humanities Explorations,"V,VI",20,MoWeFr,09:00,09:50
730,HUM,310-5,Global Humanites Lab,V,50,MoWe,13:00,14:20
731,HUM,325-5,Humanites in the Digital Age,V,200,TuTh,16:00,17:20
732,HUM,370-5,Special Topics in the Humanities,V,20,MoWeFr,12:00,12:50
733,ISEN,230,"Climate Change and Sustainability: Economic and Ethical
Dimensions; with PHIL 270",V,20,TuTh,08:00,09:20
734,JWSH ST,210,Jewish Studies: An Overview,V,50,TuTh,13:00,14:20
735,JWSH ST,280-5,Topics in Israel Studies,V,50,TuTh,13:00,14:20
736,LATINO,342,Latina and Latino Social Movements,"III,V",20,TuTh,11:00,12:20
737,LATINO,392,Topics in Latina and Latino Social and Political Issues,"III,V",50,MoWeFr,13:00,13:50
738,LEGAL ST,309,Political Theories of the Rule of Law (taught with POLI SCI 309),V,20,MoWe,11:00,12:20
739,LING,221,Language and Prejudice,V,100,TuTh,11:00,12:20
740,LING,222,"Language, Politics, and Identity (with SLAVIC 222)","IV, V",200,MoWeFr,16:00,16:50
741,MENA,290-5,Introductory Topics in Middle East and North African Studies,V,20,MoWe,11:00,12:20
742,MENA,390-5,Advanced Topics in Middle East and North African Studies,V,200,TuTh,11:00,12:20
743,PHIL,110,Introduction to Philosophy,V,20,TuTh,10:00,11:20
744,PHIL,210-1,The History of Philosophy - Ancient,V,100,MoWe,13:00,14:20
745,PHIL,210-2,The History of Philosophy - Medieval,V,100,MoWeFr,13:00,13:50
746,PHIL,210-3,The History of Philosophy - Early Modern,V,20,MoWeFr,10:00,10:50
747,PHIL,216,Introduction to Pragmatism,V,20,MoWe,09:00,10:20
748,PHIL,219,Introduction to Existentialism,V,50,MoWeFr,16:00,16:50
749,PHIL,220,Introduction to Critical Theory; with COMP LIT 207,V,200,MoWeFr,12:00,12:50
750,PHIL,221,"Gender, Politics, and Philosophy (PHIL 230 prior to Fall 2019); with
GNDR ST 233",V,100,TuTh,12:00,13:20
751,PHIL,222,Introduction to Africana Philosophy,V,200,MoWeFr,11:00,11:50
752,PHIL,224,"Philosophy, Race, and Racism (PHIL 267 prior to Fall 2019)",V,50,MoWe,16:00,17:20
753,PHIL,240,Freedom and Responsibility,V,100,TuTh,15:00,14:20
754,PHIL,254,Introducton to Philosophy of the Natural Sciences,V,200,MoWe,09:00,10:20
755,PHIL,255,Theory of Knowledge,V,20,TuTh,11:00,12:20
756,PHIL,257,Philosophy of the Universe,V,50,MoWe,13:00,14:20
757,PHIL,259,Introduction to Metaphysics,V,20,MoWe,09:00,10:20
758,PHIL,260,Introduction to Moral Philosophy,V,20,TuTh,08:00,09:20
759,PHIL,261,Introduction to Political Philosophy,V,50,TuTh,09:00,10:20
760,PHIL,262,Ethical Problems and Public Issues,V,20,TuTh,12:00,13:20
761,PHIL,266,Philosophy of Religion,V,100,MoWe,16:00,17:20
762,PHIL,268,Ethics and the Environment,V,100,MoWe,13:00,14:20
763,PHIL,269,Bioethics,V,50,TuTh,14:00,15:20
764,PHIL,270,"Climate Change and Sustainability: Economic and Ethical
Dimensions; with ISEN 230",V,50,TuTh,13:00,14:20
765,PHIL,273-1,The Brady Scholars Program: The Good Life,V,100,MoWe,11:00,12:20
766,PHIL,273-2,The Brady Scholars Program: The Moral Life,V,20,MoWe,08:00,09:20
767,PHIL,273-3,The Brady Scholars Program: The Good Society,V,50,MoWe,13:00,14:20
768,PHIL,326,Topics in Philosophy of Medicine,V,200,MoWe,13:00,14:20
769,PHIL,363,Kant's Moral Theory,V,200,TuTh,12:00,13:20
770,PHIL,364,Business and Professional Ethics,V,100,TuTh,09:00,10:20
771,POLI SCI,201,Introduction to Political Theory,"III,V",100,MoWeFr,08:00,08:50
772,POLI SCI,301,Classical Political Theory,"IV,V",100,TuTh,10:00,11:20
773,POLI SCI,302,"Subjects, Citizens, Revolutionaries: Early Modern Political Thought","IV,V",200,TuTh,13:00,14:20
774,POLI SCI,303,Modernity and Its Discontents,V,200,TuTh,12:00,13:20
775,POLI SCI,304,Human Rights Between East and West,V,200,MoWeFr,13:00,13:50
776,POLI SCI,307,Deportation Law and Politics,V,100,MoWe,12:00,13:20
777,POLI SCI,309,Political Theories of the Rule of Law (taught with LEGAL ST 309),V,100,TuTh,13:00,14:20
778,POLI SCI,347,Ethics in International Relations,V,50,TuTh,10:00,11:20
779,POLI SCI,382,Politics of Religious Diversity,"III, V",50,MoWe,13:00,14:20
780,PSYCH,249,Buddhist Psychology,"III, V",20,MoWeFr,08:00,08:50
781,RELIGION,170,Introduction to Religion,V,200,TuTh,13:00,14:20
782,RELIGION,172,"Introduction to Religion, Media, and Culture",V,100,MoWeFr,16:00,16:50
783,RELIGION,173,"Religion, Medicine, and Suffering in the West",V,20,TuTh,10:00,11:20
784,RELIGION,200,Introduction to Hinduism,V,20,TuTh,15:00,14:20
785,RELIGION,210,Introduction to Buddhism,V,50,MoWeFr,13:00,13:50
786,RELIGION,220,Introduction to the Hebrew Bible,V,200,MoWeFr,16:00,16:50
787,RELIGION,221,Introduction to the New Testament,V,20,MoWe,15:00,14:20
788,RELIGION,230,Introduction to Judaism,V,50,TuTh,11:00,12:20
789,RELIGION,240,Introduction to Christianity,V,100,TuTh,10:00,11:20
790,RELIGION,250,Introduction to Islam,V,200,TuTh,12:00,13:20
791,RELIGION,260,Introduction to Native American Religions,V,20,MoWeFr,11:00,11:50
792,RELIGION,261,"American Religion, Ecology, and Culture; with ENVR POL 261",V,100,MoWe,14:00,15:20
793,RELIGION,264,American Religious History from 1865 to the Great Depression,"IV,V",200,TuTh,09:00,10:20
794,RELIGION,265,American Religious History from World War II to the Present,"IV,V",20,MoWeFr,14:00,14:50
795,RELIGION,270,Introduction to Theology,V,100,MoWe,09:00,10:20
796,RELIGION,271,Theology of Love,V,100,MoWe,09:00,10:20
797,RELIGION,272,Luther and the West; with GERMAN 272,"IV,V",200,TuTh,09:00,10:20
798,RELIGION,275,Mysticism and Spirituality,V,100,TuTh,08:00,09:20
799,RELIGION,295,Ahimsa: Nonviolence in South Asia and Beyond,V,200,TuTh,16:00,17:20
800,RELIGION,301,Hindu Epics: the Mahābhārata,"V,VI",100,MoWeFr,10:00,10:50
801,RELIGION,302,Hindu Epics: Rāmāyaṇa,V,20,TuTh,11:00,12:20
802,RELIGION,309,Topics in Hinduism,V,200,MoWeFr,13:00,13:50
803,RELIGION,312,Buddhism and Gender,V,20,MoWe,13:00,14:20
804,RELIGION,313,Tibetan Religion and Culture,V,20,MoWeFr,10:00,10:50
805,RELIGION,314,Buddhism in the Contemporary World,V,50,TuTh,11:00,12:20
806,RELIGION,315,Buddhist Auto/biography,"V,VI",20,MoWeFr,09:00,09:50
807,RELIGION,316,Religion and the Body in China,V,200,MoWe,09:00,10:20
808,RELIGION,318,Topics in East Asian Religions,V,200,MoWe,12:00,13:20
809,RELIGION,319,Topics in Buddhism,V,50,MoWeFr,11:00,11:50
810,RELIGION,329,Topics in the Bible,V,200,TuTh,12:00,13:20
811,RELIGION,330,Varieties of Ancient Judaism,V,100,TuTh,11:00,12:20
812,RELIGION,332,Modern Jewish Thought,V,20,MoWe,14:00,15:20
813,RELIGION,333,Judaism in the Modern World,V,100,MoWe,10:00,11:20
814,RELIGION,339,Topics in Judaism,V,20,TuTh,11:00,12:20
815,RELIGION,342,Christian Mystical Theology,V,100,TuTh,12:00,13:20
816,RELIGION,344,"Blood, Sex and Justice: Issues in Christian Ethics",V,100,MoWe,08:00,09:20
817,RELIGION,345,The Idea of Sainthood in Christianity,V,20,MoWe,12:00,13:20
818,RELIGION,346,Church Architecture,V,50,MoWe,08:00,09:20
819,RELIGION,349,Topics in Christianity,V,100,MoWeFr,10:00,10:50
820,RELIGION,350,The Qur'an,V,100,MoWe,10:00,11:20
821,RELIGION,351,Islamic Law,V,100,TuTh,08:00,09:20
822,RELIGION,353,Trends in Islamic Thought,V,200,MoWe,13:00,14:20
823,RELIGION,354,Sufism,V,100,TuTh,13:00,14:20
824,RELIGION,359,Topics in Islam,V,100,TuTh,08:00,09:20
825,RELIGION,359-SA,Topics in Islam,V,200,MoWeFr,14:00,14:50
826,RELIGION,360,African American Religions,V,20,MoWeFr,10:00,10:50
827,RELIGION,363,Topics in Women and Religion in America,"IV,V",20,TuTh,16:00,17:20
828,RELIGION,364,American Teenage Rites of Passage,V,50,MoWeFr,11:00,11:50
829,RELIGION,369,Topics in American Religion,V,100,TuTh,14:00,15:20
830,RELIGION,371,Religion and Film,V,50,MoWe,15:00,14:20
831,RELIGION,373,Religion and Bioethics,V,200,MoWeFr,12:00,12:50
832,RELIGION,374,Contemporary Religious Thought,V,50,MoWe,09:00,10:20
833,RELIGION,375,Foundations of Christian Thought (replaced 340-1),V,200,MoWeFr,15:00,15:50
834,RELIGION,376,Christianity and the Making of Modernity (replaced 340-2),V,50,MoWe,09:00,10:20
835,RELIGION,377,Christian Thought in Global Perspective  (replaced 340-3),V,20,TuTh,14:00,15:20
836,RELIGION,378,Death: Myth and Meaning,V,100,MoWeFr,12:00,12:50
837,RELIGION,379,Topics in Comparative Religion,V,20,TuTh,12:00,13:20
838,RELIGION,381,Global Catholicism in the Contemporary World,"IV,V",200,MoWeFr,10:00,10:50
839,RELIGION,382,Catholicism and the Making of the Modern World,V,100,TuTh,10:00,11:20
840,RELIGION,383,Catholic Social Ethics,V,20,TuTh,09:00,10:20
841,RELIGION,384,Soundings in the Catholic Tradition,V,50,MoWe,16:00,17:20
842,RELIGION,385,Topics in U.S. Catholicism,"IV,V",20,MoWeFr,08:00,08:50
843,RELIGION,386,Topics in Latin American Catholicism,"IV,V",50,TuTh,12:00,13:20
844,RELIGION,395,Theories of Religion,V,20,MoWeFr,16:00,16:50
845,SLAVIC,222,"Language, Politics, and Identity (with LING 222)","IV, V",50,MoWeFr,13:00,13:50
846,SLAVIC,260,Economics and the Humanities: Understanding Choice,"V, VI",100,MoWeFr,12:00,12:50
847,SOCIOL,220,"Health, Biomedicine, Culture, and Society; with HUM 220","III,V",200,MoWeFr,08:00,08:50
848,SOCIOL,321,"Numbers, Identity, and Modernity","III,V",100,TuTh,12:00,13:20
849,ANTHRO,362,Advanced Methods in Quantitatitve Analysis,II,200,MoWeFr,09:00,09:50
850,BIOL_SCI,338,Modeling Biological Dynamics,II,100,TuTh,14:00,15:20
851,COG SCI,207,Introduction to Cognitive Modeling,II,200,MoWeFr,11:00,11:50
852,COMP_SCI,110,Introduction to Computer Programming,II,20,MoWeFr,08:00,08:50
853,COMP_SCI,111,Fundamentals of Computer Programming,II,50,TuTh,09:00,10:20
854,COMP_SCI,150,Fundamentals of Computer Programming 1.5,II,50,MoWeFr,12:00,12:50
855,CSD,304,Statistics in Communication Sciences and Disorders,II,200,MoWe,16:00,17:20
856,EARTH,361,Scientific Programming in Python,II,100,TuTh,16:00,17:20
857,EARTH,362,Data Analysis for Earth & Planetary Sciences,II,50,MoWe,09:00,10:20
858,GEN LA,280-2,Residence-Linked Seminar - II,II,20,TuTh,13:00,14:20
859,GEN MUS,252,Harmony,II,100,MoWeFr,16:00,16:50
860,GEN MUS,253,Form and Analysis,II,100,MoWeFr,09:00,09:50
861,LING,260,Formal Analysis of Words & Sentences,II,20,TuTh,16:00,17:20
862,LING,270,Meaning,II,50,TuTh,11:00,12:20
863,LING,334,Introduction to Computational Linguistics,II,100,MoWeFr,10:00,10:50
864,LING,341,Language Typology,II,200,MoWeFr,12:00,12:50
865,LING,342,Structure of Various Languages,II,100,MoWeFr,10:00,10:50
866,LING,360,Fundamentals of Syntax,II,100,MoWe,12:00,13:20
867,LING,370,Fundamentals of Meaning,II,100,TuTh,16:00,17:20
868,LING,371,Reference,II,50,MoWeFr,08:00,08:50
869,MATH,100,"Quantitative Reasoning (distribution requirement credit applies only to MATH 100-0 and not to the ungraded summer course, MATH 100-BR)",II,50,TuTh,11:00,12:20
870,MATH,110,Introduction to Mathematics,II,100,MoWe,14:00,15:20
871,MATH,202,Finite Mathematics,II,200,MoWeFr,11:00,11:50
872,MATH,211,Short Course in Calculus,II,100,MoWeFr,10:00,10:50
873,MATH,218-1,Single-Variable Calculus with Precalculus,II,200,MoWeFr,13:00,13:50
874,MATH,218-2,Single-Variable Calculus with Precalculus,II,200,TuTh,14:00,15:20
875,MATH,218-3,Single-Variable Calculus with Precalculus,II,100,TuTh,09:00,10:20
876,MATH,220-1,Single-Variable Differential Calculus,II,100,TuTh,13:00,14:20
877,MATH,220-2,Single-Variable Integral Calculus,II,200,MoWeFr,08:00,08:50
878,MATH,226-0,Sequences and Series,II,50,MoWeFr,09:00,09:50
879,MATH,228-1,Multivariable Differential Calculus for Engineering,II,200,MoWe,08:00,09:20
880,MATH,228-2,Multivariable Integral Calculus for Engineering,II,50,MoWeFr,14:00,14:50
881,MATH,327,Mechanics for Mathematicians,"I,II",200,MoWeFr,11:00,11:50
882,MATH,,Completing any one course offered by the Department of Mathematics numbered 230-1 or higher with a grade of C- or better satisfies the Weinberg College Formal Studies (Area II) distribution requirement.,II,200,TuTh,10:00,11:20
883,NICO,101,Introduction to Programming for Big Data (0.67 units) -- see note below,II,50,TuTh,16:00,17:20
884,,102,Project for Introduction to Programming for Big Data (0.33 units).  NOTE: Students must complete both NICO 101 and 102 for 1 credit towards Formal Studies,,20,TuTh,15:00,14:20
885,PHIL,150,Elementary Logic I,II,50,TuTh,11:00,12:20
886,PHIL,151,Scientific Reasoning,II,20,MoWe,16:00,17:20
887,PHIL,250,Elementary Logic II,II,50,MoWeFr,15:00,15:50
888,PHYSICS,311-1,Mathematical Tools for the Physical Sciences - I,II,20,MoWeFr,09:00,09:50
889,PHYSICS,311-2,Mathematical Tools for the Physical Sciences - II,II,50,TuTh,14:00,15:20
890,POLI SCI,210,Introduction to Empirical Methods in Political Science,II,100,MoWeFr,11:00,11:50
891,POLI SCI,310,Methods of Political Inference,II,100,TuTh,16:00,17:20
892,POLI SCI,311,Logics of Political Inquiry,II,100,MoWe,16:00,17:20
893,POLI SCI,312,Statistical Research Methods,II,20,MoWe,12:00,13:20
894,PSYCH,201,Statistical Methods in Psychology,II,100,MoWe,10:00,11:20
895,PSYCH,380,Advanced Statistics & Experimental Design,II,20,MoWeFr,14:00,14:50
896,SLAVIC,341,Structure of Modern Russian,II,20,MoWeFr,10:00,10:50
897,SOCIOL,303,Analysis and Interpretation of Social Data,II,100,MoWeFr,13:00,13:50
898,SPANISH,281,Spanish Phonetics and Phonology,II,20,MoWeFr,15:00,15:50
899,STAT,202,Introduction to Statistics and Data Science,II,200,MoWeFr,08:00,08:50
900,STAT,210,Introductory Statistics for the Social Sciences,II,20,MoWe,11:00,12:20
901,STAT,228,Series and Multiple Integrals,II,200,MoWeFr,08:00,08:50
902,STAT,232,Applied Statistics,II,100,MoWe,15:00,14:20
903,STAT,,"Any 300-level Statistics course (except 390, 398, or 399) can count as one credit of the Area II requirement.",II,50,TuTh,10:00,11:20
904,AF AM ST,210,Survey of African American Literature,VI,50,MoWeFr,10:00,10:50
905,AF AM ST,211,Literatures of the Black World,VI,100,MoWe,08:00,09:20
906,AF AM ST,225,African American Culture,VI,50,MoWeFr,15:00,15:50
907,AF AM ST,259,Introduction to African American Drama,VI,100,TuTh,15:00,14:20
908,AF AM ST,261,Queer Literatures in the African Diaspora,VI,50,MoWeFr,16:00,16:50
909,AF AM ST,327,Politics of Black Popular Culture,"III,VI",200,TuTh,10:00,11:20
910,AF AM ST,331,The African American Novel,VI,200,MoWeFr,10:00,10:50
911,AF AM ST,360,Major Authors,VI,50,MoWe,15:00,14:20
912,AF AM ST,378,The Harlem Renaissance,VI,20,TuTh,14:00,15:20
913,AF AM ST,379,Black Women Writers,VI,50,MoWe,09:00,10:20
914,AF ST,276,African Literature in Translation; with COMP LIT 276,VI,50,MoWeFr,12:00,12:50
915,ARABIC,316-1,Reading Arabic Poetry (Arabic prereq),VI,200,MoWe,10:00,11:20
916,ARABIC,316-2,Reading Classical Arabic Texts (Arabic prereq),VI,200,TuTh,11:00,12:20
917,ARABIC,316-3,Reading Modern Arabic Prose (Arabic prereq),VI,100,MoWeFr,09:00,09:50
918,ART,270,Contemporary Art Survey,VI,20,MoWeFr,15:00,15:50
919,ART,272,Critical Methods for Contemporary Art,VI,50,MoWe,12:00,13:20
920,ART HIST,210,Introduction to Art History,"IV,VI",200,MoWeFr,08:00,08:50
921,ART HIST,220,Introduction to African Art,VI,20,MoWeFr,10:00,10:50
922,ART HIST,222,Introduction to Art of the African Diaspora,"IV,VI",200,MoWeFr,10:00,10:50
923,ART HIST,224,Introduction to Ancient Art,"IV,VI",200,MoWe,13:00,14:20
924,ART HIST,225,Introduction to Medieval Art,"IV,VI",20,MoWe,15:00,14:20
925,ART HIST,228,Introduction to Pre-Columbian Art,VI,100,MoWeFr,11:00,11:50
926,ART HIST,230,Introduction to American Art,VI,100,TuTh,12:00,13:20
927,ART HIST,232,Introduction to the History of Architecture and Design,VI,200,TuTh,13:00,14:20
928,ART HIST,235,Introduction to Latin American Art,VI,100,MoWe,09:00,10:20
929,ART HIST,240,Introduction to Asian Art,VI,100,MoWe,11:00,12:20
930,ART HIST,250,Introduction to European Art,"IV,VI",200,MoWeFr,08:00,08:50
931,ART HIST,255,Introduction to Modernism,"IV,VI",50,MoWe,13:00,14:20
932,ART HIST,260,Introduction to Contemporary Art,VI,200,MoWeFr,13:00,13:50
933,ART HIST,310-1,Ancient Art: Greece,VI,100,TuTh,11:00,12:20
934,ART HIST,310-2,Ancient Art,VI,50,MoWeFr,08:00,08:50
935,ART HIST,318,"Exhibiting Antiquity: The Culture and Politics of Display; with
CLASSICS 397 and HUM 397","IV,VI",50,TuTh,15:00,14:20
936,ART HIST,320-1,Medieval Art: Byzantine,"IV,VI",50,MoWeFr,10:00,10:50
937,ART HIST,320-2,Medieval Art: Early Medieval,VI,100,TuTh,14:00,15:20
938,ART HIST,320-3,Medieval Art: Late Medieval,"IV,VI",50,MoWeFr,10:00,10:50
939,ART HIST,330-1,Renaissance Art c. 1300-1550 (High Renaissance),VI,100,TuTh,15:00,14:20
940,ART HIST,330-2,Renaissance Art and Mannerism: Southern European Art 1400-1600,VI,50,MoWeFr,16:00,16:50
941,ART HIST,330-3,Renaissance Art and Mannerism: Northern European Art 1400-1600,VI,20,MoWeFr,11:00,11:50
942,ART HIST,340-1,Baroque Art: Southern Europe 1600-1700,"IV,VI",100,MoWeFr,10:00,10:50
943,ART HIST,340-2,Baroque Art: Northern Europe 1600-1700,"IV,VI",100,MoWe,15:00,14:20
